web-scraper-order,web-scraper-start-url,detail,pagi
"1650264018-218","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年11月6日，无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院1例",""
"1650264018-952","https://wsjkw.sh.gov.cn/yqtb/index.html","上海公布2月12日（0-24时）确诊病例涉及区域和场所情况",""
"1650264018-423","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年4月10日，无新增本地新冠肺炎确诊病例 新增境外输入2例，治愈出院5例",""
"1650264018-619","https://wsjkw.sh.gov.cn/yqtb/index.html","上海9月25日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 治愈出院4例",""
"1650264018-409","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年4月24日，无新增本地新冠肺炎确诊病例 新增境外输入9例 治愈出院2例",""
"1650264018-733","https://wsjkw.sh.gov.cn/yqtb/index.html","上海6月17日无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院1例",""
"1650264018-856","https://wsjkw.sh.gov.cn/yqtb/index.html","上海4月6日无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院6例",""
"1650264018-189","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年12月5日，无新增本土新冠肺炎确诊病例 新增境外输入5例  治愈出院3例",""
"1650264018-993","https://wsjkw.sh.gov.cn/yqtb/index.html","国家卫健委确认上海首例输入性 新型冠状病毒感染的肺炎确诊病例",""
"1650264018-800","https://wsjkw.sh.gov.cn/yqtb/index.html","上海5月6日无新增本地新冠肺炎确诊病例 新增境外输入1例",""
"1650264018-680","https://wsjkw.sh.gov.cn/yqtb/index.html","上海7月28日无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院1例",""
"1650264018-317","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年7月26日，无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院2例",""
"1650264018-816","https://wsjkw.sh.gov.cn/yqtb/index.html","上海4月27日无新增本地新冠肺炎确诊病例 新增境外输入2例 治愈出院13例",""
"1650264018-53","https://wsjkw.sh.gov.cn/yqtb/index.html","4月1日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1650264018-284","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年8月24日，新增本地新冠肺炎确诊病例2例 新增境外输入4例  治愈出院4例",""
"1650264018-615","https://wsjkw.sh.gov.cn/yqtb/index.html","上海9月29日无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院3例",""
"1650264018-964","https://wsjkw.sh.gov.cn/yqtb/index.html","上海新增2例新型冠状病毒感染的肺炎确诊病例",""
"1650264018-695","https://wsjkw.sh.gov.cn/yqtb/index.html","上海7月17日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 治愈出院5例",""
"1650264018-161","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年12月31日，无新增本土新冠肺炎确诊病例 新增境外输入10例 治愈出院6例",""
"1650264018-718","https://wsjkw.sh.gov.cn/yqtb/index.html","上海6月30日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例",""
"1650264018-248","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年10月1日，无新增本地新冠肺炎确诊病例 新增境外输入9例  治愈出院6例",""
"1650264018-824","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有1例确诊病例今日出院，共计533例治愈出院",""
"1650264018-926","https://wsjkw.sh.gov.cn/yqtb/index.html","出院率近78%！上海今天又有12例确诊病例痊愈出院",""
"1650264018-459","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年3月3日，无新增本地新冠肺炎确诊病例 新增境外输入5例 治愈出院4例",""
"1650264018-962","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有4例确诊病例2月10日出院",""
"1650264018-246","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年10月3日，无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院4例",""
"1650264018-540","https://wsjkw.sh.gov.cn/yqtb/index.html","上海12月12日无新增本地新冠肺炎确诊病例 新增境外输入10例  治愈出院3例",""
"1650264018-524","https://wsjkw.sh.gov.cn/yqtb/index.html","上海12月28日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院5例",""
"1650264018-576","https://wsjkw.sh.gov.cn/yqtb/index.html","上海11月7日无新增本地新冠肺炎确诊病例 新增境外输入7例  治愈出院14例",""
"1650264018-421","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年4月12日，无新增本地新冠肺炎确诊病例 新增境外输入1例",""
"1650264018-534","https://wsjkw.sh.gov.cn/yqtb/index.html","上海12月18日无新增本地新冠肺炎确诊病例 新增境外输入8例  治愈出院4例",""
"1650264018-48","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年4月4日，新增本土新冠肺炎确诊病例268例 新增本土无症状感染者13086例 新增境外输入性新冠肺炎确诊病例3例 新增境外输入性无症状感染者2例 治愈出院27例",""
"1650264018-553","https://wsjkw.sh.gov.cn/yqtb/index.html","上海11月29日无新增本地新冠肺炎确诊病例 新增境外输入5例 治愈出院6例",""
"1650264018-199","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年11月26日，无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院3例",""
"1650264018-675","https://wsjkw.sh.gov.cn/yqtb/index.html","上海8月2日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例",""
"1650264018-603","https://wsjkw.sh.gov.cn/yqtb/index.html","上海10月11日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院1例",""
"1650264018-282","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年8月25日，无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院6例",""
"1650264018-558","https://wsjkw.sh.gov.cn/yqtb/index.html","上海11月24日无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院7例",""
"1650264018-734","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有1例确诊病例今日出院，共计668例治愈出院",""
"1650264018-330","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年7月13日，无新增本地新冠肺炎确诊病例 新增境外输入5例",""
"1650264018-126","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年2月3日，无新增本土新冠肺炎确诊病例 新增境外输入7例  治愈出院10例 解除医学观察无症状感染者1例",""
"1650264018-547","https://wsjkw.sh.gov.cn/yqtb/index.html","上海12月5日无新增本地新冠肺炎确诊病例 新增境外输入6例 治愈出院3例",""
"1650264018-379","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年5月24日，无新增本地新冠肺炎确诊病例 新增境外输入3例 治愈出院4例",""
"1650264018-526","https://wsjkw.sh.gov.cn/yqtb/index.html","上海12月26日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院7例",""
"1650264018-835","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有23例确诊病例今日出院，共计512例治愈出院",""
"1650264018-840","https://wsjkw.sh.gov.cn/yqtb/index.html","上海4月14日无新增本地新冠肺炎确诊病例 新增境外输入4例 治愈出院10例",""
"1650264018-31","https://wsjkw.sh.gov.cn/yqtb/index.html","【最新】4月12日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1650264018-849","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有13例确诊病例今日出院，共计435例治愈出院",""
"1650264018-98","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年3月3日，新增本土新冠肺炎确诊病例2例 新增本土无症状感染者14例 新增境外输入性新冠肺炎确诊病例43例 新增境外输入性无症状感染者21例 解除医学观察无症状感染者1例 治愈出院9例",""
"1650264018-487","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年2月1日，无新增本地新冠肺炎确诊病例 新增境外输入7例  治愈出院2例",""
"1650264018-545","https://wsjkw.sh.gov.cn/yqtb/index.html","上海12月7日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院5例",""
"1650264018-214","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年11月11日，无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院6例",""
"1650264018-319","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年7月24日，无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院1例",""
"1650264018-193","https://wsjkw.sh.gov.cn/yqtb/index.html","上海新增2例本土确诊病例，浦东新区一小区列为中风险地区，截至17时6501名相关人员核酸检测结果均为阴性",""
"1650264018-980","https://wsjkw.sh.gov.cn/yqtb/index.html","快讯！市卫健委通报7月龄女婴病例情况",""
"1650264018-949","https://wsjkw.sh.gov.cn/yqtb/index.html","上海新增8例新型冠状病毒肺炎确诊病例",""
"1650264018-227","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年10月21日，无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院8例",""
"1650264018-154","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年1月7日，无新增本土新冠肺炎确诊病例 新增本土无症状感染者5例 新增境外输入新冠肺炎确诊病例32例 新增境外输入无症状感染者3例 治愈出院14例",""
"1650264018-807","https://wsjkw.sh.gov.cn/yqtb/index.html","上海昨日无新增本地新冠肺炎确诊病例，无新增境外输入性新冠肺炎确诊病例，治愈出院13例",""
"1650264018-385","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年5月18日，无新增本地新冠肺炎确诊病例 新增境外输入9例 治愈出院4例",""
"1650264018-761","https://wsjkw.sh.gov.cn/yqtb/index.html","上海5月27日无新增本地新冠肺炎确诊病例 新增境外输入1例   治愈出院2例",""
"1650264018-393","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年5月10日，无新增本地新冠肺炎确诊病例 新增境外输入4例 治愈出院2例",""
"1650264018-413","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年4月20日，无新增本地新冠肺炎确诊病例 新增境外输入3例 治愈出院5例",""
"1650264018-836","https://wsjkw.sh.gov.cn/yqtb/index.html","上海4月16日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 治愈出院4例",""
"1650264018-266","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年9月9日，无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院6例",""
"1650264018-316","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年7月27日，无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院1例",""
"1650264018-79","https://wsjkw.sh.gov.cn/yqtb/index.html","3月19日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1650264018-935","https://wsjkw.sh.gov.cn/yqtb/index.html","上海昨天全天无新增新型冠状病毒肺炎确诊病例",""
"1650264018-295","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年8月16日，无新增本地新冠肺炎确诊病例 新增境外输入7例   治愈出院2例",""
"1650264018-110","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年2月19日，无新增本土新冠肺炎确诊病例 新增境外输入23例  治愈出院13例",""
"1650264018-271","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年9月4日，无新增本地新冠肺炎确诊病例 新增境外输入9例  治愈出院9例",""
"1650264018-646","https://wsjkw.sh.gov.cn/yqtb/index.html","上海8月29日无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院3例",""
"1650264018-719","https://wsjkw.sh.gov.cn/yqtb/index.html","上海6月29日 新增境外输入新冠肺炎确诊病例3例及关联病例1例",""
"1650264018-581","https://wsjkw.sh.gov.cn/yqtb/index.html","上海11月2日无新增本地新冠肺炎确诊病例 新增境外输入9例  出院11例",""
"1650264018-309","https://wsjkw.sh.gov.cn/yqtb/index.html","上海公布8月2日本地确诊病例排查情况，浦东川沙新镇华夏二路1500弄心圆西苑小区列为中风险地区",""
"1650264018-303","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年8月8日，无新增本地新冠肺炎确诊病例 新增境外输入8例   治愈出院2例",""
"1650264018-261","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年9月14日，无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院10例",""
"1650264018-600","https://wsjkw.sh.gov.cn/yqtb/index.html","上海10月14日无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院5例",""
"1650264018-724","https://wsjkw.sh.gov.cn/yqtb/index.html","上海6月24日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 治愈出院1例",""
"1650264018-577","https://wsjkw.sh.gov.cn/yqtb/index.html","上海11月6日无新增本地新冠肺炎确诊病例 新增境外输入11例  治愈出院6例",""
"1650264018-396","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年5月7日，无新增本地新冠肺炎确诊病例 新增境外输入病例2例 治愈出院6例",""
"1650264018-368","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年6月4日，无新增本地新冠肺炎确诊病例 新增境外输入1例 治愈出院5例",""
"1650264018-322","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年7月21日，无新增本地新冠肺炎确诊病例 新增境外输入2例 治愈出院3例",""
"1650264018-518","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年1月3日，无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院5例",""
"1650264018-104","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年2月25日，无新增本土新冠肺炎确诊病例 新增本土无症状感染者1例 新增境外输入性新冠肺炎确诊病例55例 新增境外输入性无症状感染者19例 治愈出院10例",""
"1650264018-596","https://wsjkw.sh.gov.cn/yqtb/index.html","上海10月18日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院8例",""
"1650264018-947","https://wsjkw.sh.gov.cn/yqtb/index.html","市卫健委公布2月14日新增7名武汉来沪确诊病例情况",""
"1650264018-983","https://wsjkw.sh.gov.cn/yqtb/index.html","快讯！上海今天又有1例确诊病例痊愈出院，目前共有10例出院",""
"1650264018-390","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年5月13日，无新增本地新冠肺炎确诊病例 新增境外输入1例 治愈出院4例",""
"1650264018-258","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年9月18日，无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院6例",""
"1650264018-387","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年5月16日，无新增本地新冠肺炎确诊病例 新增境外输入6例 治愈出院4例",""
"1650264018-205","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年11月20日，无新增本地新冠肺炎确诊病例 新增境外输入3例",""
"1650264018-628","https://wsjkw.sh.gov.cn/yqtb/index.html","上海9月16日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院5例",""
"1650264018-395","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年5月8日，无新增本地新冠肺炎确诊病例 新增境外输入6例 治愈出院4例",""
"1650264018-624","https://wsjkw.sh.gov.cn/yqtb/index.html","上海9月20日无新增本地新冠肺炎确诊病例 新增境外输入2例   治愈出院3例",""
"1650264018-963","https://wsjkw.sh.gov.cn/yqtb/index.html","上海新增4例新型冠状病毒感染的肺炎确诊病例",""
"1650264018-373","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年5月30日，无新增本地新冠肺炎确诊病例 新增境外输入2例 治愈出院3例",""
"1650264018-55","https://wsjkw.sh.gov.cn/yqtb/index.html","3月31日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1650264018-135","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年1月25日，无新增本土新冠肺炎确诊病例 新增境外输入10例 治愈出院21例 解除医学观察无症状感染者1例",""
"1650264018-146","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年1月15日，无新增本土新冠肺炎确诊病例 新增本土无症状感染者3例 新增境外输入性无症状感染者2例 新增境外输入性新冠肺炎确诊病例24例  治愈出院6例",""
"1650264018-343","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年6月30日，无新增本地新冠肺炎确诊病例 新增境外输入2例 治愈出院8例",""
"1650264018-648","https://wsjkw.sh.gov.cn/yqtb/index.html","上海8月27日新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院12例",""
"1650264018-217","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年11月7日，无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院4例",""
"1650264018-47","https://wsjkw.sh.gov.cn/yqtb/index.html","4月4日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1650264018-511","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年1月10日，无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院8例",""
"1650264018-455","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年3月7日，无新增本地新冠肺炎确诊病例 新增境外输入5例 治愈出院5例",""
"1650264018-414","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年4月19日，无新增本地新冠肺炎确诊病例 新增境外输入3例 治愈出院1例",""
"1650264018-430","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年4月2日，无新增本地新冠肺炎确诊病例 新增境外输入4例 治愈出院5例",""
"1650264018-590","https://wsjkw.sh.gov.cn/yqtb/index.html","上海10月24日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院3例",""
"1650264018-137","https://wsjkw.sh.gov.cn/yqtb/index.html","上海新增1例本土确诊病例，截至13时6371名相关人员核酸检测结果均为阴性",""
"1650264018-331","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年7月12日，无新增本地新冠肺炎确诊病例 新增境外输入5例 治愈出院4例",""
"1650264018-88","https://wsjkw.sh.gov.cn/yqtb/index.html","上海新增6例本土确诊病例和55例本土无症状感染者，两地列为中风险地区",""
"1650264018-776","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有3例确诊病例今日出院，共计645例治愈出院",""
"1650264018-118","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年2月11日，无新增本土新冠肺炎确诊病例 新增境外输入7例  治愈出院9例 解除医学观察无症状感染者1例",""
"1650264018-832","https://wsjkw.sh.gov.cn/yqtb/index.html","上海4月18日无新增本地新冠肺炎确诊病例 新增境外输入7例  治愈出院4例",""
"1650264018-956","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有4例确诊病例2月12日出院",""
"1650264018-895","https://wsjkw.sh.gov.cn/yqtb/index.html","今天0-12时，上海无新增新型冠状病毒肺炎确诊病例",""
"1650264018-230","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年10月18日，无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院1例",""
"1650264018-727","https://wsjkw.sh.gov.cn/yqtb/index.html","昨天上海无新增本地新冠肺炎确诊病例，无新增境外输入病例",""
"1650264018-332","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年7月11日，无新增本地新冠肺炎确诊病例 新增境外输入1例 治愈出院4例",""
"1650264018-438","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年3月25日，无新增本地新冠肺炎确诊病例 新增境外输入7例 治愈出院4例",""
"1650264018-771","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有1例确诊病例今日出院，共计647例治愈出院",""
"1650264018-300","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年8月11日，无新增本地新冠肺炎确诊病例 新增境外输入5例   治愈出院1例",""
"1650264018-336","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年7月7日，无新增本地新冠肺炎确诊病例 新增境外输入8例 治愈出院2例",""
"1650264018-231","https://wsjkw.sh.gov.cn/yqtb/index.html","外省通报离沪旅游的6名确诊病例和1名无症状感染者，其在沪相关人员和场所核酸检测结果均为阴性",""
"1650264018-315","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年7月28日，无新增本地新冠肺炎确诊病例 无新增境外输入病例  治愈出院4例",""
"1650264018-404","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年4月29日，无新增本地新冠肺炎确诊病例 新增境外输入7例 治愈出院3例",""
"1650264018-876","https://wsjkw.sh.gov.cn/yqtb/index.html","上海3月25日无新增本地新冠肺炎确诊病例，新增境外输入18例",""
"1650264018-806","https://wsjkw.sh.gov.cn/yqtb/index.html","上海5月2日无新增本地新冠肺炎确诊病例 新增境外输入1例 治愈出院1例",""
"1650264018-510","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年1月11日,无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院14例",""
"1650264018-23","https://wsjkw.sh.gov.cn/yqtb/index.html","4月16日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1650264018-157","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年1月4日，无新增本土新冠肺炎确诊病例 新增本土无症状感染者4例 解除医学观察无症状感染者1例 新增境外输入确诊病例17例 治愈出院9例",""
"1650264018-209","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年11月16日，无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院4例",""
"1650264018-611","https://wsjkw.sh.gov.cn/yqtb/index.html","上海10月3日无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院2例",""
"1650264018-415","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年4月18日，无新增本地新冠肺炎确诊病例 新增境外输入1例 治愈出院1例",""
"1650264018-871","https://wsjkw.sh.gov.cn/yqtb/index.html","上海3月28日无新增本地新冠肺炎确诊病例 新增境外输入7例",""
"1650264018-661","https://wsjkw.sh.gov.cn/yqtb/index.html","上海8月14日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院1例",""
"1650264018-151","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年1月10日，无新增本土新冠肺炎确诊病例 新增境外输入27例  治愈出院4例",""
"1650264018-904","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有4例确诊病例今日出院，共计319例治愈出院",""
"1650264018-850","https://wsjkw.sh.gov.cn/yqtb/index.html","上海4月9日无新增本地新冠肺炎确诊病例 新增境外输入3例 治愈出院5例",""
"1650264018-273","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年9月2日，无新增本地新冠肺炎确诊病例 新增境外输入8例  治愈出院5例",""
"1650264018-40","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年4月8日，新增本土新冠肺炎确诊病例1015例 新增本土无症状感染者22609例 新增境外输入性新冠肺炎确诊病例2例 新增境外输入性无症状感染者2例 治愈出院119例",""
"1650264018-54","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年4月1日，新增本土新冠肺炎确诊病例260例 新增本土无症状感染者6051例 新增境外输入性新冠肺炎确诊病例2例 无新增境外输入性无症状感染者 治愈出院39例",""
"1650264018-721","https://wsjkw.sh.gov.cn/yqtb/index.html","上海6月27日无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院1例",""
"1650264018-975","https://wsjkw.sh.gov.cn/yqtb/index.html","好消息！上海又有10例确诊病例今早痊愈出院，目前共25例出院",""
"1650264018-841","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有10例确诊病例今日出院，共计468例治愈出院",""
"1650264018-560","https://wsjkw.sh.gov.cn/yqtb/index.html","上海11月22日新增2例本地新冠肺炎确诊病例 新增境外输入1例  治愈出院3例",""
"1650264018-292","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年8月19日，无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院6例",""
"1650264018-988","https://wsjkw.sh.gov.cn/yqtb/index.html","上海今天又有1例确诊病例痊愈出院，目前共有4例出院",""
"1650264018-691","https://wsjkw.sh.gov.cn/yqtb/index.html","上海7月20日无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院2例",""
"1650264018-362","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年6月10日，无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院4例",""
"1650264018-529","https://wsjkw.sh.gov.cn/yqtb/index.html","上海12月23日无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院4例",""
"1650264018-243","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年10月6日，无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院7例",""
"1650264018-743","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有1例确诊病例今日出院，共计665例治愈出院",""
"1650264018-817","https://wsjkw.sh.gov.cn/yqtb/index.html","上海今天又有13例确诊病例痊愈出院，累计治愈出院581人",""
"1650264018-760","https://wsjkw.sh.gov.cn/yqtb/index.html","上海5月28日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例",""
"1650264018-249","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年9月29日，无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院3例",""
"1650264018-958","https://wsjkw.sh.gov.cn/yqtb/index.html","上海公布2月10日（0-24时）确诊病例涉及区域和场所情况",""
"1650264018-812","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有13例确诊病例今日出院，共计597例治愈出院",""
"1650264018-826","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有2例确诊病例今日出院，共计532例治愈出院",""
"1650264018-147","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年1月14日，无新增本土新冠肺炎确诊病例 新增境外输入43例  治愈出院8例",""
"1650264018-605","https://wsjkw.sh.gov.cn/yqtb/index.html","上海10月9日无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院5例",""
"1650264018-632","https://wsjkw.sh.gov.cn/yqtb/index.html","上海9月12日无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院3例",""
"1650264018-439","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年3月23日，无新增本地新冠肺炎确诊病例 新增境外输入3例 治愈出院4例",""
"1650264018-939","https://wsjkw.sh.gov.cn/yqtb/index.html","又有21例痊愈出院！上海目前的确诊病例中已近一半出院",""
"1650264018-229","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年10月19日，无新增本地新冠肺炎确诊病例 新增境外输入7例  治愈出院7例",""
"1650264018-242","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年10月7日，无新增本地新冠肺炎确诊病例 新增境外输入8例  治愈出院5例",""
"1650264018-416","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年4月17日，无新增本地新冠肺炎确诊病例 新增境外输入2例 治愈出院4例",""
"1650264018-177","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年12月16日，无新增本土新冠肺炎确诊病例 新增境外输入3例",""
"1650264018-275","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年8月31日，无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院6例",""
"1650264018-158","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年1月3日，无新增本土新冠肺炎确诊病例 新增本土无症状感染者2例 解除医学观察无症状感染者1例 新增境外输入确诊病例29例 治愈出院8例",""
"1650264018-383","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年5月20日，无新增本地新冠肺炎确诊病例 新增境外输入9例 治愈出院6例",""
"1650264018-287","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年8月21日，新增本地新冠肺炎确诊病例3例 新增境外输入9例  治愈出院1例",""
"1650264018-764","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有1例确诊病例今日出院，共计653例治愈出院",""
"1650264018-766","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有4例确诊病例今日出院，共计652例治愈出院",""
"1650264018-364","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年6月8日，无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院5例",""
"1650264018-340","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年7月3日，无新增本地新冠肺炎确诊病例 新增境外输入1例 治愈出院2例",""
